Award ID,TenderKey,Tender Ref No,Tender Title,Issuing Authority,Technology,Tender Capacity MW,State,Winning Bidder,Winner SPV,Awarded Capacity MW,Tariff,Tariff Unit,Award Date,Expected COD,Confidence,Award Source,Award URL,Tender Source URL
T-fbcb1c127eb4-01,T-fbcb1c127eb4,,"Purvah, SAEL Among Winners of SECI’s 2 GW Solar, 4 GWh Energy Storage Auction - Mercomindia.com",SECI,Solar + Storage,2000.0,,SAEL,,2000.0,,,2025-11-08,2027-11-08,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5,https://news.google.com/rss/articles/CBMinwFBVV95cUxNa093ZGg5dFlMSkNKTVZKV2ZfRzEwdkhNN25DVk9Nd2RIUzA5NlhQOVRucHhIbTMtZ2ZKV3ZLdDA2UURISjJDRjlqVDhkVF9iUnhLdjdvcmJJSGx4M0hHQ3gzQVU4QlhGSmh1WmItYUV3MFd5bWllSmhKS0o0UXc0dU16ei0tTXNsUnRLWExiUm9LZUxhMDZZNHdJU2lYNXM?oc=5
T-24f1af52d7cd-01,T-24f1af52d7cd,,Ayana Renewable Wins 50 MW Wind Power Project In SECI Tranche-XX Auction At INR3.85/kWh - WindInsider,SECI,Wind,50.0,,Ayana Renewable,,50.0,,,2026-07-16,2028-07-16,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxPNUp6WGpWeTBuQnJQcURPbGhnLVhLU1hXVDBXbHYxZzRWWFhUeFY4V293Q0tSM1pZWnRRQmFUM2lDbWVUOGJZZktWZlUwb200RTFZb1RXRzJiWWRYaEJ4UTMxcy1kMWZRQjloU1JWME5KLWJjZHdxRk5ZbG9WdUZKWm5QcmJlZGtRLWM1VU45UkRsZGljNnVzY2lyWDdTb044Z0ZZYndJeVlDUmh0NVFCaGRzNVY4cUpwcHQyNVdvZWPSAcYBQVVfeXFMTVBhUThxZ1I4SlBGS3Y2amFGcE9HTHBrMER4VG9qdE5qV0VjWjg3ekJyRWZtc0tUTU5Sdk5PcDZtQzlfY09iTnhWZk1jbjA0Y0ZkYjl2ZGdsYURlajRoalhTbVFLRURqNEpvOWlvTEhLblhkOTduSzZRcHZlSmpfaWdFd0twTGlDbERKQ1hwb09oYndjREpOR01oN3AzWFA4MGVkYkVFd0lva3ByeVgtMG1maUE3dHVUSlpnRFlnWlMxYnRGRmx3?oc=5
T-8c6effe8e9f8-01,T-8c6effe8e9f8,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",SECI,Unclassified,1000.0,,Hero Future,,,,,2026-08-07,2028-08-07,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
T-8c6effe8e9f8-02,T-8c6effe8e9f8,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",SECI,Unclassified,1000.0,,Rays Power,,,,,2026-08-07,2028-08-07,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
T-8c6effe8e9f8-03,T-8c6effe8e9f8,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",SECI,Unclassified,1000.0,,Resolven,,,,,2026-08-07,2028-08-07,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
T-8c6effe8e9f8-04,T-8c6effe8e9f8,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",SECI,Unclassified,1000.0,,Hexa,,,,,2026-08-07,2028-08-07,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
T-8c6effe8e9f8-05,T-8c6effe8e9f8,,"Hero Future, Rays Power, Resolven, Hexa, Juniper Among Winners in SECI’s 1 GW FDRE Auction - Energetica India Magazine",SECI,Unclassified,1000.0,,Juniper,,,,,2026-08-07,2028-08-07,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5,https://news.google.com/rss/articles/CBMiwAFBVV95cUxQcElNVl96N25sc2xRdHRRTUhMZ2lJM1lHZUl1dU03Q0ZGME9RbHZaWGxBUWtHX1FKTUJ2eEcwS1FDcnAyUHJ5Zm9Yd3BKOE9TTG5WNGpfZFgzb01VOVJZZDExNUxQVWRtWi12Z0xQS1lkcjFYOFdDLWpMQ3lXcjVpTVhMNlp0cVdYdWZPRVhCVjRnV3VORTIzSUM3UzdHREp4U0hmcVQwVjJlY1VQRXlRc242MFNJUUVmdGJNMEpYelY?oc=5
T-f69d26bb566a-01,T-f69d26bb566a,,NTPC Renewable Energy Wins 500 MW in SECI Peak Power Auction at ₹6/kWh - Microgrid Media,SECI,Unclassified,500.0,,NTPC Renewable,,500.0,,,2026-08-23,2028-08-23,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTE5ENU1jazA5OGdWbzhnVm5QNG5VS1RqeVgwRVItNkZMQXR1ZGVOcTZ1SUh0X3FaNDg0SGVOc2gxbjlGZ1ltdWFSWnBpRVpXVm9LLW1yRGNVYVhjVVJONVhSZldxOUNIZnRJeF9ob0pndXdjcTQ?oc=5
T-f1715ae5dae5-01,T-f1715ae5dae5,,"SECI Awards 8.6 GW of ISTS Renewable Energy Projects Across Solar, Hybrid And Storage Tenders - SolarQuarter",SECI,Solar + Storage,8600.0,,Renew,,8600.0,,,2026-06-26,2028-06-26,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNVHlsTTB4RHBoOGtOal9nU001Q3FGUXNLVXFmdWdFeWNoZnRnNExuUHBtMnJCcUJaM0c2MGtZZE44dnRNbXBpOC0xOWliZ1NoUHY5YUpGT2ROUVhXc19URmdEeURPNFB6WjZpRmN2cTk5ZFd3dnJiQ2p1bTFsUl9BQ1J1VXdJbVFEMlVtMGxuVVU0Z1c1LUZEUndfSGlOemVkMFlXQ19rU2pPUk8xN09lZkxLUFlGSWh4d01RX1lwUWlNaDgtMUZjcw?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxNVHlsTTB4RHBoOGtOal9nU001Q3FGUXNLVXFmdWdFeWNoZnRnNExuUHBtMnJCcUJaM0c2MGtZZE44dnRNbXBpOC0xOWliZ1NoUHY5YUpGT2ROUVhXc19URmdEeURPNFB6WjZpRmN2cTk5ZFd3dnJiQ2p1bTFsUl9BQ1J1VXdJbVFEMlVtMGxuVVU0Z1c1LUZEUndfSGlOemVkMFlXQ19rU2pPUk8xN09lZkxLUFlGSWh4d01RX1lwUWlNaDgtMUZjcw?oc=5
T-4f40b69fee32-01,T-4f40b69fee32,,NTPC REL Wins 500 MW Renewable Energy Contract In SECI Auction At INR 6/kWh - SolarQuarter,SECI,Unclassified,500.0,,Renew,,500.0,,,2026-08-31,2028-08-28,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5,https://news.google.com/rss/articles/CBMisgFBVV95cUxPektoWl94Wk1jVGhWVF92aGo4Y1lGWDlWdE1zdGY0OElMVUZUaHpOREtzb29hNlFKS25sSW41OVMyNEJtR0dPNGRqQUhaaTNZYUhhUUdYUkpybVh2TjR5TzYyUmMyZW0xWktBeGRVdlZVQ2RMdFljV2VNYW9aOW5sMXF2Yjg5VjkyQlRvbFBycVZBY0dhZmpseF9FLWxkRi04cXJWSnFudjE1ZjQ0X21QS1p3?oc=5
T-adfb030af9f6-01,T-adfb030af9f6,,ACME Solar Wins 300 MW SECI Peak Power Tender at ₹6/kWh - mvapulse.com,SECI,Solar,300.0,,ACME Solar,,300.0,,,2026-08-25,2028-08-25,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaVRZZFRBSmhQVndNZjJUc0lwcFNwMTdwWmJRYzRsWTdsbkRDZmxFNUFPQk5PMzRzZU9KckZHRHVKalpiWnZkcUJfQk1udjhtNXVjN3BDa0c4UXhnbEpWVENtb2xSR0JuWDNYRE9Kc3hjdW5VYzN0MkhQdUQxMTBmU2NzVzE0YVdnRUNhZ0kwMktOOWc?oc=5,https://news.google.com/rss/articles/CBMikwFBVV95cUxNaVRZZFRBSmhQVndNZjJUc0lwcFNwMTdwWmJRYzRsWTdsbkRDZmxFNUFPQk5PMzRzZU9KckZHRHVKalpiWnZkcUJfQk1udjhtNXVjN3BDa0c4UXhnbEpWVENtb2xSR0JuWDNYRE9Kc3hjdW5VYzN0MkhQdUQxMTBmU2NzVzE0YVdnRUNhZ0kwMktOOWc?oc=5
T-f316671be8c1-01,T-f316671be8c1,,NTPC Green Energy Arm Wins 500 MW SECI Peak Power Tender - Equitypandit,SECI,Unclassified,500.0,,NTPC Green,,500.0,,,2026-08-24,2028-08-24,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5,https://news.google.com/rss/articles/CBMijwFBVV95cUxOcnlyaUtXamtSbmN6cmhSUjRaVXVfYjBtLTV1dGFRR1FvNkZUSzBKbGYwZEY5QkItbHFKVVA4WWY2bTZxeGhieV9HdEh2emRpVEV2b014X3ZyS2JKZzNIcjlha0loaThVN1ZyOGdPQTN0WFAxVXhHMjRPNE1NUFZzMEw0Ul8xV1hvOERaZW1NZw?oc=5
T-40826cce8ebc-01,T-40826cce8ebc,,ACME Solar wins 301 MW FDRE project from SECI - ET EnergyWorld,SECI,Solar,301.0,,ACME Solar,,301.0,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaDQ3VjB0SWNsUFBUbkJvNkpyZk9felJpVDFZR0VzZlk2YWR2SGJOY1R6QUlpbERyb0J0QllNa3ozV0xzdmRxeGJQLU5zWllSREtSbnFIcHRWME9lbmVkMnJQdUJaeG04dk9zNk1YTGxEYmtZU1drUHoxejd1X19Cb2pxeUtUYThTbU52R3RmQzJiUUREYkZUUTRwcFM2QkFpM3dyTHRwSDE3TndMaW1xc3Y5WUk2NmxyTWNFM0VQT3pDZ3JsUVdNVXZSX0oxRThseVJRbmtmdWVYUGvSAeABQVVfeXFMTXM0QWpLUzdvVlYyNEtIZ2gwa0Vmd250T3MxYW5ETkRWaWJ5V3ZmTHkzaGlUdl8wcUdVNW9BT19jOExabDlCb1pwUFV2LTF0U0szNnFKcGJYR3BLY2x2cWhfYVpYYm51VHFHdUhUN3dtRlRxbXNKNHRDdjRKOFlQZXZJUUt0SmhpVlFkdEt2NXJXQzc3eVFxLUQ1VTBReDE1azh2WDAyTm5ZZEdKR0JSOWRxSVpiYnZza1FCbDNGc0txdlFtUVJDaFd6cU1JR3ZyVllZWTZzQUl3TmxkWDIzS1Q?oc=5,https://news.google.com/rss/articles/CBMi2wFBVV95cUxQaDQ3VjB0SWNsUFBUbkJvNkpyZk9felJpVDFZR0VzZlk2YWR2SGJOY1R6QUlpbERyb0J0QllNa3ozV0xzdmRxeGJQLU5zWllSREtSbnFIcHRWME9lbmVkMnJQdUJaeG04dk9zNk1YTGxEYmtZU1drUHoxejd1X19Cb2pxeUtUYThTbU52R3RmQzJiUUREYkZUUTRwcFM2QkFpM3dyTHRwSDE3TndMaW1xc3Y5WUk2NmxyTWNFM0VQT3pDZ3JsUVdNVXZSX0oxRThseVJRbmtmdWVYUGvSAeABQVVfeXFMTXM0QWpLUzdvVlYyNEtIZ2gwa0Vmd250T3MxYW5ETkRWaWJ5V3ZmTHkzaGlUdl8wcUdVNW9BT19jOExabDlCb1pwUFV2LTF0U0szNnFKcGJYR3BLY2x2cWhfYVpYYm51VHFHdUhUN3dtRlRxbXNKNHRDdjRKOFlQZXZJUUt0SmhpVlFkdEt2NXJXQzc3eVFxLUQ1VTBReDE1azh2WDAyTm5ZZEdKR0JSOWRxSVpiYnZza1FCbDNGc0txdlFtUVJDaFd6cU1JR3ZyVllZWTZzQUl3TmxkWDIzS1Q?oc=5
T-1c2b175fcec0-01,T-1c2b175fcec0,,"Adyant Enersol, Serentica, Ampin and ACME Win SECI’s 4,800 MWh FDRE Auction - Energetica India Magazine",SECI,Unclassified,,,Serentica,,,,,2026-02-06,2028-02-06,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMirAFBVV95cUxPS1gxMERva0R4aTdzdU4ydUhfVUVwb1NRcnpvdzkxTE5qdlpUV0RaSVhzbkhIcGI3RWNRWHhySExieDQyNXllWHlneWpqZ25uT3VOVEowSmU4OU1zZG96T3NPUGJsamFVbTdObEZrd3J0UFo0RVdSbjJ6UF9yS1lSVWJSMWFJcVJfQ0lpbVlHa0haT2M1di1lRmtUbkRZQ09Fa1BRMHcwNngzMFBX?oc=5,https://news.google.com/rss/articles/CBMirAFBVV95cUxPS1gxMERva0R4aTdzdU4ydUhfVUVwb1NRcnpvdzkxTE5qdlpUV0RaSVhzbkhIcGI3RWNRWHhySExieDQyNXllWHlneWpqZ25uT3VOVEowSmU4OU1zZG96T3NPUGJsamFVbTdObEZrd3J0UFo0RVdSbjJ6UF9yS1lSVWJSMWFJcVJfQ0lpbVlHa0haT2M1di1lRmtUbkRZQ09Fa1BRMHcwNngzMFBX?oc=5
T-62c2fe187de2-01,T-62c2fe187de2,,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,SECI,Unclassified,230.0,,Juniper Green,,,,,2026-08-10,2028-08-10,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5
T-62c2fe187de2-02,T-62c2fe187de2,,Juniper Green Energy Wins 230 MW in SECI’s 1 GW FDRE Round-the-Clock Renewable Energy Tender - SolarQuarter,SECI,Unclassified,230.0,,Renew,,,,,2026-08-10,2028-08-10,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5,https://news.google.com/rss/articles/CBMixwFBVV95cUxQQnBqS1NBUmJsR1lGMVUyZDdudkc1Z1RIc0ZlNW5iXzRqSEs1Skh2amlKZXhBZ05oMFFsTnhHMXYyQ3ZNcFZWdS1sSWUtczZXR0U5MjhDQkZveTk0UjJrdkltSDhFOE02T3ZuTWVmLWI4aDdMNUl5NGl1T00tN2Y0YTZkNWFkOUZGTEpLNDFUdFEwM3FBUUE4dmhjaVJNcHNDX3RwRl9CaERuR25tMDVBRFFsSXF1T0ZOWmM0ejd6aTZFUXdBY0hr?oc=5
T-5b49e0adb96b-01,T-5b49e0adb96b,,BC Jindal Wins 150 MW Round-the-Clock Renewable Power Contract from SECI - Saur Energy,SECI,Unclassified,150.0,,Renew,,150.0,,,2025-11-27,2027-11-27,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixAFBVV95cUxNZlhzX0h3ajJHU3FqaW9rOG41TkxoRFNVRFoweUVYRDNXQWhUY0tUM2lDcmdBd2FGTmhQNDV6WHE2QS1FaXBLNHVSUXZ0b0FpRVFnUXBJWUpZX1k1MkIzd1JrQ2VPR2p3QU9rT2s2UEdZWHpkWTR6T0x5cG5ManY1NVR6RE9rNDNJeTNnaEhmZHEyOWU5YmRoSnpsX3JvQllqZnVodW8wRFc5TUVFR01PaUNIZlhjVTF4VG4wM19OZEpBOGFl?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxNZlhzX0h3ajJHU3FqaW9rOG41TkxoRFNVRFoweUVYRDNXQWhUY0tUM2lDcmdBd2FGTmhQNDV6WHE2QS1FaXBLNHVSUXZ0b0FpRVFnUXBJWUpZX1k1MkIzd1JrQ2VPR2p3QU9rT2s2UEdZWHpkWTR6T0x5cG5ManY1NVR6RE9rNDNJeTNnaEhmZHEyOWU5YmRoSnpsX3JvQllqZnVodW8wRFc5TUVFR01PaUNIZlhjVTF4VG4wM19OZEpBOGFl?oc=5
T-2443862bb9ca-01,T-2443862bb9ca,,NTPC Renewable Energy wins 500 MW SECI tender at ₹6/kWh tariff - energy.economictimes.indiatimes.com,SECI,Unclassified,500.0,,NTPC Renewable,,500.0,,,2026-08-22,2028-08-22,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxOTXhUQ3g3bjZtcVRXcXFzTGVLMEF6NS1vT196NmQ2dVYyX0luLWU0cGUzQnpYY1VZMFlJeFhpYTBFMngtMzBwdDl5Z0ZoVVBDYThaWDM4NEh1clhob0JELVR6WWROamIzelkxYlVfTGRSaHVSaTZwNUIwS05JSjh1cVFhckdsNkxuWEZxdWlCdWgwbXhCaDBLb2dLdDNhSXNuc3BZbDZsbXZiLUl3RmZLdWlFUlJSMFc4aE5INEpDWnphLTQ10gHKAUFVX3lxTE1pamJWV2xHZlFMWkMyZXRPXzR1LWxNRnRvdHNLT3VYamQ1bktiU3VGUm85Zm5HbExMMWRsOXZWdGRiSllXTkVBXzE3eDlaRGVWdHV0czQtemVlQzVjMjk3cXJ0VFBfcE54UEJrdkdIYTV3aEVaWGpfSlJ4U3JGTzQ0X2V6NGlCTFA3dENQMTZtaUpYZVFxLUJNN2R3QVBhUzBTRVhpWVRLRTl0QVFqUHg1Yy16UlBNRlRKMDZ0bDlKVERteEgxLUFMUGc?oc=5
