Award ID,TenderKey,Tender Ref No,Tender Title,Issuing Authority,Technology,Tender Capacity MW,State,Winning Bidder,Winner SPV,Awarded Capacity MW,Tariff,Tariff Unit,Award Date,Expected COD,Confidence,Award Source,Award URL,Tender Source URL
T-0ebaf350f811-01,T-0ebaf350f811,,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,NTPC,Unclassified,500.0,,NTPC Green,,,,,2026-08-22,2028-08-22,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5
T-0ebaf350f811-02,T-0ebaf350f811,,NTPC Green Energy arm wins 500 MW capacity in SECI peak power tender at ₹6/kWh - CNBC TV18,NTPC,Unclassified,500.0,,SECI,,,,,2026-08-22,2028-08-22,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5,https://news.google.com/rss/articles/CBMi5AFBVV95cUxPY3lma0k4RVZMQTZLS3dMMGZkcDlsMUVaTW9fSVk4RU5UaTJEQmJPSDcyVVJFb0tSem56cUxMcFhkOWF1TjMwd2w4T1o3a2wxYjUySm9ac0ZMSU92eHFkdXVBSUhpY0o2SjFRTE5NZXBFQklHV0lDREdNMDZBYUNNVDZDZmRYcWFNWW1yQ0dsZjg2aUhiWko0QTVRdWRVREVmSVFuYkg1VUVna3dGZHZmVWRnVDhialdyZzVLQ0NNemNQVWJITlFYZU5td3hvMG1iTUoyZmk1RGIwRk5sVGdjRkl5VW3SAeoBQVVfeXFMUFNQNVV5RFZrM2d6RE5qVm9IMGp0Wk5pVDZuS3dtR0RiRlJQNHRpdkxnNlBfODNoZVR4NzJHMmNqZERoakpCS0Y4Qkc0R0txNFFVWm1mNUJjajQ5U0pLQml3YUNrZUxhSjMzaHgxX05JQTlUeHRzWDFjRmJMdVhsNDFINmNlNkM3T0hIVms5VDBZTEtxVV9pbXhsWGhXbFlpQXdINlpQbWREWlZJc1pmdmhJSmZUWWJoY2F4Y1RGSl9kOHZGaVNkbnRCZ2N6QUhoVWd1dWMwVWNNR1VKNE1xR1NnUm1VU1BjU2dR?oc=5
T-cca15fd12bcf-01,T-cca15fd12bcf,,NTPC Green Energy And Opera Energy Win 95 MW/380 MWh Battery Storage Projects To Boost Kerala’s Grid Stability - SolarQuarter,NTPC Green Energy,Solar + Storage,95.0,Kerala,NTPC Green,,95.0,,,2025-05-26,2027-05-26,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5,https://news.google.com/rss/articles/CBMi3wFBVV95cUxPc25GMXRPdENMcDJGSldHc3BkLTNUVDRJNFBFZUFjVnpyTDFsSW8xei03Z1F6ODFnY25PaC1wSjdBRDk2VGV6UzdUNWQ4Ym1hT0I3VzE1ME1rZE9GVHM0WjlWTE9FWnVEOTVBT3ZkYk9XeDN3R1VnS2tweEl4bzlLaUoyajFPQ0tIZ3plTlNyZFB3dU1hWk1iUkRkQWFsWENGZnZFVDdELXFqN2pNLU52YkVKTjdRSlhOTk5aSUE3RGZqeFhxLVVzT0RNSlowV2lPY0Z3bTFEZ1dCOWVCZGRR?oc=5
T-b5f86f00d1d1-01,T-b5f86f00d1d1,,"Sunsure Energy and EnerGrid Win NVVN’s 250 MW/1,000 MWh BESS Auction - Energetica India Magazine",NVVN,Energy Storage (BESS),250.0,,Sunsure,,250.0,,,2025-07-28,2027-01-28,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMipwFBVV95cUxQWkVhZDdsd3M1MllmTDZDd3ZXWmpEelJyakxVQlptZXN1VzNKQ2NXekRudnpHYmVBZHNrck8tU2ZrbXc1cWdyaGYxTUdUSHFuQmgydkY2VlFUU0FHMnd2a0FyRDQ5QnlLWlFsNVVXOFhUc0ZBdXFkTWVwYWpuVXQxSTJCNkFDZUw3eDk1TTZfbEx6NW9mUjVIdUpLTHlzYnpja3Y3MTJuRQ?oc=5,https://news.google.com/rss/articles/CBMipwFBVV95cUxQWkVhZDdsd3M1MllmTDZDd3ZXWmpEelJyakxVQlptZXN1VzNKQ2NXekRudnpHYmVBZHNrck8tU2ZrbXc1cWdyaGYxTUdUSHFuQmgydkY2VlFUU0FHMnd2a0FyRDQ5QnlLWlFsNVVXOFhUc0ZBdXFkTWVwYWpuVXQxSTJCNkFDZUw3eDk1TTZfbEx6NW9mUjVIdUpLTHlzYnpja3Y3MTJuRQ?oc=5
T-de9dfcb73ed6-01,T-de9dfcb73ed6,,"Solar91, Rays Experts, Stockwell, Oriana and Inox Renewable Win NVVN’s 1 GWh BESS Auction - Energetica India Magazine",NVVN,Energy Storage (BESS),,,Renew,,,,,2025-06-21,2026-12-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPMUphVFdPVVlaa3R3cE1nd3BZSWp3QWtNNkloajlDRzdyc2l6ekwxaEQyOVNhSDk3dXIxOEdfWHZmaldxLUUtTzdFQ0RDUDVfelZ2czV2UXJVMjBkWTJLTmtsYjRvQmJxZTRRSmxFbTUtYjVqb3hRVi1zZldMTWQyNnNiLUtkclFrOHVKalN5WnJmLUktUkVCU2RrTWdpbjA3eWxpVGFGTGxnX1JudEVoNWE1WXJodjdxSlBaZmQwN3Zxb1VVbl9fWA?oc=5,https://news.google.com/rss/articles/CBMiyAFBVV95cUxPMUphVFdPVVlaa3R3cE1nd3BZSWp3QWtNNkloajlDRzdyc2l6ekwxaEQyOVNhSDk3dXIxOEdfWHZmaldxLUUtTzdFQ0RDUDVfelZ2czV2UXJVMjBkWTJLTmtsYjRvQmJxZTRRSmxFbTUtYjVqb3hRVi1zZldMTWQyNnNiLUtkclFrOHVKalN5WnJmLUktUkVCU2RrTWdpbjA3eWxpVGFGTGxnX1JudEVoNWE1WXJodjdxSlBaZmQwN3Zxb1VVbl9fWA?oc=5
T-ed8a197bf7c0-01,T-ed8a197bf7c0,,"Tender Result: Sunsure, EnerGrid Win NVVN’s 250 MW/1,000 MWh BESS Project - Saur Energy",NVVN,Energy Storage (BESS),250.0,,Sunsure,,250.0,,,2025-07-26,2027-01-26,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPSUc2NFlYeXFIcXBXZzR3M3hLbVFLRzFmM1NUZFJaWHVDeVFRc3hSbkdsREQzYXVyZ0pBN0NDdGdGbnVvMWlaNnE3Nkd2YllFNDlKUVZ3Yzdyd0lWTlhyaXhJSTZBTHRZUDg0amtObzF4NVFDOF92SFhTZjZFYjBLT2pSX1N4N0MxZ1FYeVRqbml1SUVXX2NXTVgxa0xpaUNBa1NMRE44aEJVczQ?oc=5,https://news.google.com/rss/articles/CBMiqwFBVV95cUxPSUc2NFlYeXFIcXBXZzR3M3hLbVFLRzFmM1NUZFJaWHVDeVFRc3hSbkdsREQzYXVyZ0pBN0NDdGdGbnVvMWlaNnE3Nkd2YllFNDlKUVZ3Yzdyd0lWTlhyaXhJSTZBTHRZUDg0amtObzF4NVFDOF92SFhTZjZFYjBLT2pSX1N4N0MxZ1FYeVRqbml1SUVXX2NXTVgxa0xpaUNBa1NMRE44aEJVczQ?oc=5
T-f504d9c8dc54-01,T-f504d9c8dc54,,EQT-backed Resolven bags 200 MW SECI wind project in Karnataka - ET EnergyWorld,SECI,Wind,200.0,Karnataka,Resolven,,200.0,,,2026-07-17,2028-07-17,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixgFBVV95cUxQazJDclZRMlZONk5YQ3EzUVVpYWNMbEVGWThWbVhoUVozdHFuSkVnZlgwSlNZbURmTjkxNEFwbVRNV0VnbnJ6VnktOHAtOFFob3NLT20zMGJyQm9zQkRScEJaeGNzYnJ2T0lFMUhLTEhISmxfZkg1NHBoS0VPTWdCdG9xbEtvT2VJWDNlS1g2MTNJU3h0dHBoRXVPRFgwTnk5NnliUXlVWl9IaGxvdU1yX25McHhIQ0dKOTN2dlpzSDVTNjE2aEHSAcsBQVVfeXFMTXhXUk1rb3Z3WE5XWGdZbjVTMlVfckQ5Nmxfcld1MDZhLTJwRmtTMlFBSm94ai1jbEczT1Myam44d1hmcWwxa2VlSWoydERuYW81dUs3eEZKOEkyWGNoY1lKT0lZQlJFNnRnNXlBSzJYMklTaEg2a0JraVQ1R1RUUUQyX21WYWgtZUpkTXVjS3d3YnFzNVI5dGtocnZobmxCWGIxS2dDcGs3T1B5Z1hMNDJXVDB1TmlORmZKakNoTmpBVGUxc1p3MUpHT3c?oc=5,https://news.google.com/rss/articles/CBMixgFBVV95cUxQazJDclZRMlZONk5YQ3EzUVVpYWNMbEVGWThWbVhoUVozdHFuSkVnZlgwSlNZbURmTjkxNEFwbVRNV0VnbnJ6VnktOHAtOFFob3NLT20zMGJyQm9zQkRScEJaeGNzYnJ2T0lFMUhLTEhISmxfZkg1NHBoS0VPTWdCdG9xbEtvT2VJWDNlS1g2MTNJU3h0dHBoRXVPRFgwTnk5NnliUXlVWl9IaGxvdU1yX25McHhIQ0dKOTN2dlpzSDVTNjE2aEHSAcsBQVVfeXFMTXhXUk1rb3Z3WE5XWGdZbjVTMlVfckQ5Nmxfcld1MDZhLTJwRmtTMlFBSm94ai1jbEczT1Myam44d1hmcWwxa2VlSWoydERuYW81dUs3eEZKOEkyWGNoY1lKT0lZQlJFNnRnNXlBSzJYMklTaEg2a0JraVQ1R1RUUUQyX21WYWgtZUpkTXVjS3d3YnFzNVI5dGtocnZobmxCWGIxS2dDcGs3T1B5Z1hMNDJXVDB1TmlORmZKakNoTmpBVGUxc1p3MUpHT3c?oc=5
T-2316ce5c96dc-01,T-2316ce5c96dc,,"SECI Awards 1,344 MW Pumped Storage Capacity To Greenko, Tata Power, And Torrent After Competitive Auction - SolarQuarter",SECI,Pumped Storage,1344.0,,Greenko,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5
T-2316ce5c96dc-02,T-2316ce5c96dc,,"SECI Awards 1,344 MW Pumped Storage Capacity To Greenko, Tata Power, And Torrent After Competitive Auction - SolarQuarter",SECI,Pumped Storage,1344.0,,Tata Power,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5
T-2316ce5c96dc-03,T-2316ce5c96dc,,"SECI Awards 1,344 MW Pumped Storage Capacity To Greenko, Tata Power, And Torrent After Competitive Auction - SolarQuarter",SECI,Pumped Storage,1344.0,,Torrent,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5,https://news.google.com/rss/articles/CBMi1wFBVV95cUxNZ0xiWWJZOThVejBNbXZ2SF9PTnNHZGRuam9HdXJzTWlXTnB1bzNlQWY3Zmg2TUtyazEwTHNld25DMmtjTGNkNEhWbk9OeWl4NkowSXY4WmVjU1ZFM0RKVy16LWlhR0J3aGFqX0tRelhhMXNER1dFY3FCS2Y3el8xMThzRmRhTXJ5ak1aeHpzMGNnX2FkRk1hTTlWNy0zWnVDbTNYRmhXRUJ2MlZCOEV0ZVRyWEZCa3BpcjFPNDFuZ04yc2NubVZEd3lUR0R0QnIxRlYtMlA4cw?oc=5
T-cc515c96331c-01,T-cc515c96331c,,Resolven wins 200 MW SECI wind project in Karnataka - Manufacturing Today India,SECI,Wind,200.0,Karnataka,Resolven,,200.0,,,2026-07-21,2028-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMic0FVX3lxTFBzZy1YekltdTFLSWZKck9TYkNBdExkRmYzakg1c2dJVWhmQmRRRXlSZ01OcThqZE5vcmpjOHQ0QkstdnJ0MzNFLXIta0hzaFcwVDFibDRBcnJyRmtpNmVXZzRJR1FHZFRfTzlZaXdGamswM0U?oc=5,https://news.google.com/rss/articles/CBMic0FVX3lxTFBzZy1YekltdTFLSWZKck9TYkNBdExkRmYzakg1c2dJVWhmQmRRRXlSZ01OcThqZE5vcmpjOHQ0QkstdnJ0MzNFLXIta0hzaFcwVDFibDRBcnJyRmtpNmVXZzRJR1FHZFRfTzlZaXdGamswM0U?oc=5
T-8dbc8a713349-01,T-8dbc8a713349,,"Greenko, Torrent & Tata Power Wins SECI 1500 MW/12000 MWh Pumped Storage Tender in India - Saur Energy",SECI,Pumped Storage,1500.0,,Greenko,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5
T-8dbc8a713349-02,T-8dbc8a713349,,"Greenko, Torrent & Tata Power Wins SECI 1500 MW/12000 MWh Pumped Storage Tender in India - Saur Energy",SECI,Pumped Storage,1500.0,,Torrent,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5
T-8dbc8a713349-03,T-8dbc8a713349,,"Greenko, Torrent & Tata Power Wins SECI 1500 MW/12000 MWh Pumped Storage Tender in India - Saur Energy",SECI,Pumped Storage,1500.0,,Tata Power,,,,,2026-07-21,2031-07-21,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5,https://news.google.com/rss/articles/CBMi0wFBVV95cUxNcUFUdkw3Vm5vYUd3d1N3Q1FMZ3M3eDZRRHJGNzEwNExtaHdJLWRXVndXN1V2Ukc4d3hUbEtoT0RqUmpRRWVqbXM0REtHcTlsM29xekcxTWtnWVpXMnFIZmNXLTlnVTZ0WGRLYVNiOWtLYWZidHU1Y0U4ZnpXSkQtU0thZG9IelVKd01TU0c2WUdRNlZQMmJSUnN3aFhmemtVWUhlRHozWUFlZERMVlFhVXJpaVhWaWpkb2NuVURBZzhTRWU0S3puWFNyc2xpalRCc0pJ?oc=5
T-23a801be8353-01,T-23a801be8353,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",SECI,Wind,1200.0,,KP Energy,,,,,2026-02-05,2028-02-05,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5
T-23a801be8353-02,T-23a801be8353,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",SECI,Wind,1200.0,,Waaree,,,,,2026-02-05,2028-02-05,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5
T-23a801be8353-03,T-23a801be8353,,"KP Energy, Waaree, Zelestra, Purvah Green Among Winners in SECI’s 1,200 MW Wind Power Auction - Energetica India Magazine",SECI,Wind,1200.0,,Purvah Green,,,,,2026-02-05,2028-02-05,Press report - verify,news sweep,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5,https://news.google.com/rss/articles/CBMixAFBVV95cUxONVlGN2NBUnV4UXlKVm1WYWFLa1VuT1hQUDRFdTZaNWVoSUtvVnVodXd4U2JqMVFaQUV2N0liVXNqd0k0cjVfZU0zOV9pcmNJZ1ZyZ1RvWHotLXZzSlRONjA1ZVNqVW1acFl6LTJqR1RJSEdDTjRWejFYM0lRRHZDR2NLM2tjNjAzMjY4cUFXSWdsTl9SUFpaM2dqV3o3SVVJUmpNRFJLMUNZZFJhMVFwbWwyRmhJTl94enp1TzFwSTBqMkQ2?oc=5
