Severity,Check,TenderKey,Authority,Detail,Value
LOW,WINNER_NOT_FOUND,9bfa3225b531,SECI,material tender closed with no winner found yet,1300.0
LOW,WINNER_NOT_FOUND,T-cdc425d33777,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-0c595b1c374d,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-a6d869a17e43,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-29a64a92b584,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,29a64a92b584,SECI,same reference number on two records,SECI/CP/IPP/11/0007/23-24
LOW,WINNER_NOT_FOUND,29a64a92b584,SECI,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-4c908303954b,SECI,material tender closed with no winner found yet,100.0
HIGH,POSSIBLE_DUPLICATE,4c908303954b,SECI,same reference number on two records,SECI/CP/OP/17/007/2022-23
LOW,WINNER_NOT_FOUND,4c908303954b,SECI,material tender closed with no winner found yet,100.0
LOW,WINNER_NOT_FOUND,T-d16eed10cbe6,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,d16eed10cbe6,SECI,same reference number on two records,SECI/CP/IPP/13/0008/23-24
LOW,WINNER_NOT_FOUND,d16eed10cbe6,SECI,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-f33857bd548a,NTPC,material tender closed with no winner found yet,3000.0
HIGH,POSSIBLE_DUPLICATE,c51a50fe3b7d,SECI,same reference number on two records,SECI/CP/MI/00/0015/2023-24
HIGH,POSSIBLE_DUPLICATE,775eb2112596,SECI,same reference number on two records,SECI/CP/MI/00/0016/2023-24
LOW,WINNER_NOT_FOUND,T-ee8a6c0a850c,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-1330c48c9b2f,NTPC,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-ac5ac31d3f4f,NTPC,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,0a9e2e1f8aa3,SECI,same reference number on two records,SECI/CP/IPP/14/0002/23-24
HIGH,POSSIBLE_DUPLICATE,c849ae31eff8,SECI,same reference number on two records,GEM/2023/B/4345458
HIGH,POSSIBLE_DUPLICATE,11aed464cab2,SECI,same reference number on two records,GEM/2023/B/4342230
HIGH,POSSIBLE_DUPLICATE,9106b50541d5,SECI,same reference number on two records,GEM/2023/B/4240493
LOW,WINNER_NOT_FOUND,T-c7c7b122a6a3,NTPC,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-fa0955c0e46a,NTPC,material tender closed with no winner found yet,1255.0
HIGH,POSSIBLE_DUPLICATE,f5f29a794d9b,SECI,same reference number on two records,GEM/2023/B/4351279
LOW,WINNER_NOT_FOUND,T-0e36a56162a2,SECI,material tender closed with no winner found yet,1350.0
HIGH,POSSIBLE_DUPLICATE,0e36a56162a2,SECI,same reference number on two records,SECI/CP/IPP/12/0009/22-23
LOW,WINNER_NOT_FOUND,0e36a56162a2,SECI,material tender closed with no winner found yet,1350.0
HIGH,POSSIBLE_DUPLICATE,1f4b3f2fb87c,SECI,same reference number on two records,SECI/CP/MI/00/0017/2023-24
LOW,WINNER_NOT_FOUND,T-4cf4ee5acbf7,SECI,material tender closed with no winner found yet,400.0
HIGH,POSSIBLE_DUPLICATE,4cf4ee5acbf7,SECI,same reference number on two records,SECI/CP/OP/11/011/2023-24
LOW,WINNER_NOT_FOUND,4cf4ee5acbf7,SECI,material tender closed with no winner found yet,400.0
LOW,WINNER_NOT_FOUND,T-e128d39d5c9d,NTPC,material tender closed with no winner found yet,1080.0
LOW,WINNER_NOT_FOUND,T-f6a185bc918c,NTPC,material tender closed with no winner found yet,100.0
LOW,WINNER_NOT_FOUND,T-e9bef878a764,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-8036e1e1c232,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,8036e1e1c232,SECI,same reference number on two records,SECI/CP/IPP/11/0016/23-24
LOW,WINNER_NOT_FOUND,8036e1e1c232,SECI,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-42885d78a817,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,42885d78a817,SECI,same reference number on two records,SECI/CP/IPP/13/0005/23-24
LOW,WINNER_NOT_FOUND,42885d78a817,SECI,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-9627843c703f,NTPC,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-d575a36d1704,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,d575a36d1704,SECI,same reference number on two records,SECI/CP/IPP/11/0017/23-24
LOW,WINNER_NOT_FOUND,d575a36d1704,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,e08e7e3b9d19,SECI,same reference number on two records,SECI/CP/MI/00/0020/2023-24
HIGH,POSSIBLE_DUPLICATE,5ebd60956530,SECI,same reference number on two records,SECI/CP/MI/00/0019/2023-24
LOW,WINNER_NOT_FOUND,T-824d7248bd30,SECI,material tender closed with no winner found yet,800.0
HIGH,POSSIBLE_DUPLICATE,824d7248bd30,SECI,same reference number on two records,SECI/CP/IPP/13/0004/23-24
LOW,WINNER_NOT_FOUND,824d7248bd30,SECI,material tender closed with no winner found yet,800.0
HIGH,POSSIBLE_DUPLICATE,c6362189e6c6,SECI,same reference number on two records,SECI/CP/IPP/14/0011/23-24
HIGH,POSSIBLE_DUPLICATE,4792968a25f7,SECI,same reference number on two records,GEM/2024/B/4716323
HIGH,POSSIBLE_DUPLICATE,5a7ae8933cd2,SECI,same reference number on two records,GEM/2024/B/4729886
LOW,WINNER_NOT_FOUND,T-6b23ce616d0d,NTPC,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,36a8fdaff13b,SECI,same reference number on two records,SECI/CP/MI/00/0021/2023-24
LOW,WINNER_NOT_FOUND,T-b0aa9f04d11a,NTPC,material tender closed with no winner found yet,225.0
HIGH,POSSIBLE_DUPLICATE,2b5c779e47b3,SECI,same reference number on two records,SECI/CP/IPP/14/0010/23-24
HIGH,POSSIBLE_DUPLICATE,9530b0622c35,SECI,same reference number on two records,GEM/2024/B/4767269
LOW,WINNER_NOT_FOUND,T-4abb573623bc,NTPC,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,d205c06d4053,SECI,same reference number on two records,GEM/2024/B/4779881
LOW,WINNER_NOT_FOUND,T-20aa5d386ee3,NTPC,material tender closed with no winner found yet,800.0
LOW,WINNER_NOT_FOUND,T-8221043315a9,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-2400c58b7826,NTPC,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,419a121c644e,SECI,same reference number on two records,SECI/CP/AD/13/0010/2023-24/R01
HIGH,POSSIBLE_DUPLICATE,3219ba39705a,SECI,same reference number on two records,SECI/CP/IPP/14/0022/23-24
LOW,WINNER_NOT_FOUND,T-a85c11b0dc5c,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-b84440e73807,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,b87e26f45a1b,SECI,same reference number on two records,GEM/2024/B/484885
HIGH,POSSIBLE_DUPLICATE,c09322e1a3d9,SECI,same reference number on two records,GEM/2024/B/4846022
HIGH,POSSIBLE_DUPLICATE,ab549d3ec851,SECI,same reference number on two records,SECI/CP/AD/13/10/23-24/R1/GEM
HIGH,POSSIBLE_DUPLICATE,96b634e6184c,SECI,same reference number on two records,SECI/CP/EOI/17/0002/23-24
LOW,WINNER_NOT_FOUND,T-3c01e0b229a4,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-dfa4729456ff,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-d42c7ba4f5c3,NTPC,material tender closed with no winner found yet,50.0
LOW,WINNER_NOT_FOUND,T-58f62315c7cc,SECI,material tender closed with no winner found yet,900.0
HIGH,POSSIBLE_DUPLICATE,58f62315c7cc,SECI,same reference number on two records,SECI/CP/OP/11/012/2023-24
LOW,WINNER_NOT_FOUND,58f62315c7cc,SECI,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-63834397be78,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-2cf071482f93,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-4c0bc9bc2bcc,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-ee3bef336d85,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,ee3bef336d85,SECI,same reference number on two records,SECI/CP/IPP/13/0020/23-24
LOW,WINNER_NOT_FOUND,ee3bef336d85,SECI,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-a68b8841f181,NTPC,material tender closed with no winner found yet,150.0
LOW,WINNER_NOT_FOUND,T-abadf51d6ec9,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-382db0798599,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-19d2151fc089,NTPC,material tender closed with no winner found yet,500.0
LOW,WINNER_NOT_FOUND,T-651ca70bdb18,NTPC,material tender closed with no winner found yet,110.0
LOW,WINNER_NOT_FOUND,T-f061c94e7fed,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-a6afd9a41121,NTPC,material tender closed with no winner found yet,1110.0
LOW,WINNER_NOT_FOUND,T-d8b1c91e1b1b,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-41628f251226,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,1fdff52dac2c,SECI,same reference number on two records,SECI/CP/IPP/14/0003/24-25
LOW,WINNER_NOT_FOUND,T-f68597724bc7,SECI,material tender closed with no winner found yet,300.0
HIGH,POSSIBLE_DUPLICATE,f68597724bc7,SECI,same reference number on two records,SECI/CP/OP/11/013/2023-24
LOW,WINNER_NOT_FOUND,f68597724bc7,SECI,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-413eb0d90421,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,413eb0d90421,SECI,same reference number on two records,SECI/CP/IPP/11/0023/23-24
LOW,WINNER_NOT_FOUND,413eb0d90421,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,883d267aac9d,SECI,same reference number on two records,SECI/CP/IPP/14/0013/23-24
HIGH,POSSIBLE_DUPLICATE,ea281faaaf4d,SECI,same reference number on two records,SECI/CP/IPP/14/0001/24-25
LOW,WINNER_NOT_FOUND,T-f453c0443993,SECI,material tender closed with no winner found yet,1260.0
HIGH,POSSIBLE_DUPLICATE,f453c0443993,SECI,same reference number on two records,SECI/CP/IPP/13/0006/23-24
LOW,WINNER_NOT_FOUND,f453c0443993,SECI,material tender closed with no winner found yet,1260.0
LOW,WINNER_NOT_FOUND,T-fa15f0fd7ec5,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,a5108c7e7cae,SECI,same reference number on two records,SECI/CP/MI/00/0022/2023-24
LOW,WINNER_NOT_FOUND,T-f09cd6b48dae,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-e40707d1066e,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,5d92a3302c45,SECI,same reference number on two records,SECI/CP/OP/11/014/2024-25
HIGH,POSSIBLE_DUPLICATE,e40707d1066e,SECI,same reference number on two records,SECI/CP/IPP/11/0004/24-25
LOW,WINNER_NOT_FOUND,e40707d1066e,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,08ecfe191835,SECI,same reference number on two records,SECI/CP/IPP/14/0008/24-25
LOW,WINNER_NOT_FOUND,T-938a244d23b9,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,824deb92e40f,SECI,same reference number on two records,SECI/CP/MI/00/0022/2024-25
LOW,WINNER_NOT_FOUND,T-ceb453b52974,NTPC,material tender closed with no winner found yet,795.0
LOW,WINNER_NOT_FOUND,T-de15f70d1bf2,NTPC,material tender closed with no winner found yet,225.0
LOW,WINNER_NOT_FOUND,T-6975a7a5eaec,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-44fdcfd0ce29,SECI,material tender closed with no winner found yet,100.0
HIGH,POSSIBLE_DUPLICATE,44fdcfd0ce29,SECI,same reference number on two records,GEM/2024/B/5174454
LOW,WINNER_NOT_FOUND,44fdcfd0ce29,SECI,material tender closed with no winner found yet,100.0
HIGH,POSSIBLE_DUPLICATE,906eb5a1ed33,SECI,same reference number on two records,GEM/2024/B/5040970
LOW,WINNER_NOT_FOUND,T-37ec3e82b4a8,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,37ec3e82b4a8,SECI,same reference number on two records,SECI/CP/IPP/12/0002/24-25
LOW,WINNER_NOT_FOUND,37ec3e82b4a8,SECI,material tender closed with no winner found yet,500.0
LOW,WINNER_NOT_FOUND,T-fe18307ee241,NTPC,material tender closed with no winner found yet,260.0
LOW,WINNER_NOT_FOUND,T-dfce7a12c394,SECI,material tender closed with no winner found yet,400.0
HIGH,POSSIBLE_DUPLICATE,dfce7a12c394,SECI,same reference number on two records,SECI/CP/IPP/13/0006/24-25
LOW,WINNER_NOT_FOUND,dfce7a12c394,SECI,material tender closed with no winner found yet,400.0
HIGH,POSSIBLE_DUPLICATE,c159b9938c2f,SECI,same reference number on two records,GEM/2024/B/5179316
LOW,WINNER_NOT_FOUND,T-381510c59735,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,381510c59735,SECI,same reference number on two records,SECI/CP/IPP/15/0009/24-25
LOW,WINNER_NOT_FOUND,381510c59735,SECI,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-9fcced9ee2ad,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-687e4f19f247,NTPC,material tender closed with no winner found yet,250.0
HIGH,POSSIBLE_DUPLICATE,7c36d698de5d,SECI,same reference number on two records,GEM/2024/B/5113524
HIGH,POSSIBLE_DUPLICATE,e6e002723b64,SECI,same reference number on two records,SECI/CP/MI/00/04/2024-25
HIGH,POSSIBLE_DUPLICATE,249ca8efa0b6,SECI,same reference number on two records,GEM/2024/B/5250344
LOW,WINNER_NOT_FOUND,T-245ef5160dd8,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-3783bf989885,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-90d028e84473,NTPC,material tender closed with no winner found yet,630.0
LOW,WINNER_NOT_FOUND,T-7e342d42147e,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,7e342d42147e,SECI,same reference number on two records,SECI/CP/IPP/13/0003/23-24
LOW,WINNER_NOT_FOUND,7e342d42147e,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,9eeea0028d9b,SECI,same reference number on two records,SECI/CP/MI/00/08/2024-25
LOW,WINNER_NOT_FOUND,T-51b3cdfe7fa3,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,c9475336e28e,SECI,same reference number on two records,GEM/2024/B/5377068
LOW,WINNER_NOT_FOUND,T-f1fb74da8652,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-df2c1b9c49af,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,df2c1b9c49af,SECI,same reference number on two records,SECI/CP/IPP/13/0014/23-24
LOW,WINNER_NOT_FOUND,df2c1b9c49af,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,c2697f90ad42,SECI,same reference number on two records,SECI/CP/PMC/11/03/2024-25
HIGH,POSSIBLE_DUPLICATE,39e0f28d87c4,SECI,same reference number on two records,GEM/2024/B/5369540
LOW,WINNER_NOT_FOUND,T-0204ef8eee9d,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-c51d2f5bb67c,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,c51d2f5bb67c,SECI,same reference number on two records,SECI/CP/IPP/11/0011/24-25
LOW,WINNER_NOT_FOUND,c51d2f5bb67c,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,f824e98f39c7,SECI,same reference number on two records,SECI/CP/IPP/11/0010/24-25
LOW,WINNER_NOT_FOUND,T-37d77c2747c4,NTPC,material tender closed with no winner found yet,650.0
LOW,WINNER_NOT_FOUND,T-a2513de3848b,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-37d9ee64b67f,NTPC,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,eace7f4df2fc,SECI,same reference number on two records,SECI/CP/OP/11/015/2024-25
LOW,WINNER_NOT_FOUND,T-8c237e5a6b6e,NTPC,material tender closed with no winner found yet,1110.0
LOW,WINNER_NOT_FOUND,T-d7119b95b074,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-e3d090413ac1,NTPC,material tender closed with no winner found yet,630.0
LOW,WINNER_NOT_FOUND,T-e753088b3edc,SECI,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-300074d526a5,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,7904b43cdfea,SECI,same reference number on two records,SECI/CP/IPP/11/0007/24-25
HIGH,POSSIBLE_DUPLICATE,e753088b3edc,SECI,same reference number on two records,SECI/CP/IPP/13/0013/24-25
LOW,WINNER_NOT_FOUND,e753088b3edc,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,300074d526a5,SECI,same reference number on two records,SECI/CP/IPP/11/0014/24-25
LOW,WINNER_NOT_FOUND,300074d526a5,SECI,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-32916b355c9c,NTPC,material tender closed with no winner found yet,755.0
LOW,WINNER_NOT_FOUND,T-8179cd8549d7,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-3e1d4bf10fb0,NTPC,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,4c8785ba54f8,SECI,same reference number on two records,SECI/CP/MI/00/09/2024-25
HIGH,POSSIBLE_DUPLICATE,eae453cce18c,SECI,same reference number on two records,SECI/CP/MI/00/0006/2024-25
LOW,WINNER_NOT_FOUND,T-46329b2242cb,NTPC,material tender closed with no winner found yet,600.0
LOW,WINNER_NOT_FOUND,T-af82b00da7ef,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-7d53065b0a8e,SECI,material tender closed with no winner found yet,400.0
HIGH,POSSIBLE_DUPLICATE,f34020f2c810,SECI,same reference number on two records,SECI/CP/PMC/11/04/2024-25
HIGH,POSSIBLE_DUPLICATE,7d53065b0a8e,SECI,same reference number on two records,SECI/CP/OP/11/016/2024-25
LOW,WINNER_NOT_FOUND,7d53065b0a8e,SECI,material tender closed with no winner found yet,400.0
LOW,WINNER_NOT_FOUND,T-e15ec74b87d3,NTPC,material tender closed with no winner found yet,960.0
HIGH,POSSIBLE_DUPLICATE,49b8954cb23e,SECI,same reference number on two records,SECI/CP/EOI/17/0004/24-25
LOW,WINNER_NOT_FOUND,T-c04de5b53575,NTPC,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,f94badb39868,SECI,same reference number on two records,SECI/CP/MI/00/05/2024-25
LOW,WINNER_NOT_FOUND,T-38219992a2f2,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,923e40d9c591,SECI,same reference number on two records,SECI/CP/IPP/14/0012/24-25
HIGH,POSSIBLE_DUPLICATE,ee9696e43e03,SECI,same reference number on two records,SECI/CP/PMC/11/05/2024-25
HIGH,POSSIBLE_DUPLICATE,074438755cd3,SECI,same reference number on two records,SECI/CP/IPP/11/0023/24-25
LOW,WINNER_NOT_FOUND,T-5d73bfa178ee,SECI,material tender closed with no winner found yet,125.0
HIGH,POSSIBLE_DUPLICATE,5d73bfa178ee,SECI,same reference number on two records,SECI/CP/IPP/15/00018/24-25
LOW,WINNER_NOT_FOUND,5d73bfa178ee,SECI,material tender closed with no winner found yet,125.0
HIGH,POSSIBLE_DUPLICATE,f9086a6c5607,SECI,same reference number on two records,GEM/2025/B/5799258
HIGH,POSSIBLE_DUPLICATE,847d5ccd0ab4,SECI,same reference number on two records,GEM/2025/B/5824252
LOW,WINNER_NOT_FOUND,T-9b1801135eba,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-be78bfb74fa7,NTPC,material tender closed with no winner found yet,2500.0
HIGH,POSSIBLE_DUPLICATE,63304409e192,SECI,same reference number on two records,GEM/2025/B/5799842
LOW,WINNER_NOT_FOUND,T-827f24023149,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,61fc1c9e9bc4,SECI,same reference number on two records,SECI/CP/IPP/14/0021/24-25
HIGH,POSSIBLE_DUPLICATE,15e017ba55b7,SECI,same reference number on two records,GEM/2025/B/5931987
LOW,WINNER_NOT_FOUND,T-313fb5a97db4,NTPC,material tender closed with no winner found yet,1400.0
LOW,WINNER_NOT_FOUND,T-3de381c5403a,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,3de381c5403a,SECI,same reference number on two records,SECI/CP/IPP/13/0019/24-25
LOW,WINNER_NOT_FOUND,3de381c5403a,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,6630b5bb4429,SECI,same reference number on two records,GEM/2025/B/6076106
LOW,WINNER_NOT_FOUND,T-7db0c2907d97,NTPC,material tender closed with no winner found yet,100.0
LOW,WINNER_NOT_FOUND,T-49d677c18048,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-41a50cd5b33b,SECI,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,41a50cd5b33b,SECI,same reference number on two records,SECI/CP/IPP/12/0028/24-25
LOW,WINNER_NOT_FOUND,41a50cd5b33b,SECI,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,152fe936b890,SECI,same reference number on two records,SECI/CP/IPP/14/0015/24-25
LOW,WINNER_NOT_FOUND,T-679bc3262d84,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-ba58c62d16ca,NTPC,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,204b72483322,SECI,same reference number on two records,SECI/CP/IPP/14/0026/24-25
LOW,WINNER_NOT_FOUND,T-498e678c02ce,NTPC,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,201b9539506d,SECI,same reference number on two records,SECI/CP/MI/00/0012/2025-26
HIGH,POSSIBLE_DUPLICATE,992fd92eb64a,SECI,same reference number on two records,GEM/2025/B/6185614
LOW,WINNER_NOT_FOUND,T-0ececd22b3c4,NTPC,material tender closed with no winner found yet,900.0
HIGH,POSSIBLE_DUPLICATE,1b3681bbd630,SECI,same reference number on two records,GEM/2025/B/6168367
HIGH,POSSIBLE_DUPLICATE,165861f902b5,SECI,same reference number on two records,SECI/CP/IPP/11/0001/25-26
LOW,WINNER_NOT_FOUND,T-089d0e1ef83a,NTPC,material tender closed with no winner found yet,100.0
LOW,WINNER_NOT_FOUND,T-06c32049b77b,NTPC,material tender closed with no winner found yet,250.0
LOW,WINNER_NOT_FOUND,T-d90383612cf9,NTPC,material tender closed with no winner found yet,56.0
LOW,WINNER_NOT_FOUND,T-7e7c6ca2c346,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-1aab8a777ca0,SECI,material tender closed with no winner found yet,200.0
HIGH,POSSIBLE_DUPLICATE,1aab8a777ca0,SECI,same reference number on two records,SECI/CP/OP/11/017/2024-25
LOW,WINNER_NOT_FOUND,1aab8a777ca0,SECI,material tender closed with no winner found yet,200.0
HIGH,POSSIBLE_DUPLICATE,9bf1bfa569f1,SECI,same reference number on two records,SECI/CP/IPP/11/0003/25-26
LOW,WINNER_NOT_FOUND,T-598749f81646,NTPC,material tender closed with no winner found yet,550.0
HIGH,POSSIBLE_DUPLICATE,8bbc6fdc18c4,SECI,same reference number on two records,GEM/2025/B/6154316
HIGH,POSSIBLE_DUPLICATE,3aec8c8e4742,SECI,same reference number on two records,SECI/CP/OP/11/018/2024-25
HIGH,POSSIBLE_DUPLICATE,55a61c2367e3,SECI,same reference number on two records,GEM/2025/B/6348513
HIGH,POSSIBLE_DUPLICATE,fb6aab79e7b9,SECI,same reference number on two records,SECI/CP/EOI/17/0002/24-25
HIGH,POSSIBLE_DUPLICATE,839226a84d18,SECI,same reference number on two records,GEM/2025/B/6330370
LOW,WINNER_NOT_FOUND,T-fde0ead488aa,NTPC,material tender closed with no winner found yet,240.0
HIGH,POSSIBLE_DUPLICATE,ce22f5ffa709,SECI,same reference number on two records,SECI/CP/MI/00/0002/2024-25
HIGH,POSSIBLE_DUPLICATE,10cb240e80b4,SECI,same reference number on two records,SECI/CP/IPP/11/0025/24-25
LOW,WINNER_NOT_FOUND,T-fe15bf1bbbfb,NTPC,material tender closed with no winner found yet,245.0
LOW,WINNER_NOT_FOUND,T-f45512a363f8,NTPC,material tender closed with no winner found yet,600.0
LOW,WINNER_NOT_FOUND,T-94b0df70e976,NTPC,material tender closed with no winner found yet,250.0
LOW,WINNER_NOT_FOUND,T-19ccf24b8c17,NTPC,material tender closed with no winner found yet,230.0
LOW,WINNER_NOT_FOUND,T-63ae192d2424,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-e3f1b46e9f78,SECI,material tender closed with no winner found yet,4000.0
LOW,WINNER_NOT_FOUND,T-1033bdc5c3d2,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,e3f1b46e9f78,SECI,same reference number on two records,SECI/CP/IPP/12/0018/23-24
LOW,WINNER_NOT_FOUND,e3f1b46e9f78,SECI,material tender closed with no winner found yet,4000.0
HIGH,POSSIBLE_DUPLICATE,1033bdc5c3d2,SECI,same reference number on two records,SECI/CP/IPP/12/0016/24-25
LOW,WINNER_NOT_FOUND,1033bdc5c3d2,SECI,material tender closed with no winner found yet,500.0
LOW,WINNER_NOT_FOUND,T-2ccc5251348e,NTPC,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,e6a413d3b3fd,SECI,same reference number on two records,SECI/CP/IPP/11/0002/25-26
LOW,WINNER_NOT_FOUND,T-b4b747f33715,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-da3fee7259c9,NTPC,material tender closed with no winner found yet,300.0
HIGH,POSSIBLE_DUPLICATE,579f31249f3b,SECI,same reference number on two records,SECI/CP/OP/11/019/2024-25
LOW,WINNER_NOT_FOUND,T-9682ae61d0a1,NTPC,material tender closed with no winner found yet,1200.0
