Severity,Check,TenderKey,Authority,Detail,Value
LOW,WINNER_NOT_FOUND,T-96bc8ea65069,NTPC,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-e4c9764168a3,NTPC,material tender closed with no winner found yet,300.0
HIGH,POSSIBLE_DUPLICATE,5c72ca0bfbd3,SECI,same reference number on two records,GEM/2025/B/6522305
LOW,WINNER_NOT_FOUND,T-bc17cf8b27ed,NTPC,material tender closed with no winner found yet,813.0
LOW,WINNER_NOT_FOUND,T-17f32343c6d7,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-48d9a559bdaf,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,48d9a559bdaf,SECI,same reference number on two records,SECI/CP/IPP/11/0004/25-26
LOW,WINNER_NOT_FOUND,48d9a559bdaf,SECI,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-6e2c390cc6ec,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-961a8c7934e8,NTPC,material tender closed with no winner found yet,80.0
LOW,WINNER_NOT_FOUND,T-8885e9602ec6,NTPC,material tender closed with no winner found yet,110.0
LOW,WINNER_NOT_FOUND,T-7b9247f430fa,SECI,material tender closed with no winner found yet,600.0
LOW,WINNER_NOT_FOUND,T-a9a14c583d53,SECI,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,7b9247f430fa,SECI,same reference number on two records,SECI/CP/OP/15/0001/25-26
LOW,WINNER_NOT_FOUND,7b9247f430fa,SECI,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,a9a14c583d53,SECI,same reference number on two records,SECI/CP/OP/15/0002/25-26
LOW,WINNER_NOT_FOUND,a9a14c583d53,SECI,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,5359199012d3,SECI,same reference number on two records,SECI/CP/IPP/11/0007/25-26
HIGH,POSSIBLE_DUPLICATE,a6e0e046ca47,SECI,same reference number on two records,SECI/CP/EOI/17/0001/25-26
HIGH,POSSIBLE_DUPLICATE,0457937fb39a,SECI,same reference number on two records,GEM/2025/B/6593565
LOW,WINNER_NEEDS_VERIFICATION,T-f2ff6c795ea5,SECI,"winner from press or AI, confirm before use",Renew
HIGH,POSSIBLE_DUPLICATE,f2ff6c795ea5,SECI,same reference number on two records,SECI/CP/IPP/11/0008/25-26
LOW,WINNER_NEEDS_VERIFICATION,f2ff6c795ea5,SECI,"winner from press or AI, confirm before use",Renew
HIGH,POSSIBLE_DUPLICATE,972cc7a2697e,SECI,same reference number on two records,SECI/CP/MI/00/0013/2025-26
HIGH,POSSIBLE_DUPLICATE,e38508bc7700,SECI,same reference number on two records,GEM/2025/B/6799118
HIGH,POSSIBLE_DUPLICATE,bb5321169d39,SECI,same reference number on two records,SECI/CP/IPP/11/0009/25-26
HIGH,POSSIBLE_DUPLICATE,3ed26c08c244,SECI,same reference number on two records,GEM/2025/B/6663042
LOW,WINNER_NEEDS_VERIFICATION,T-c99bd23af287,SECI,"winner from press or AI, confirm before use",ENGIE; NLC India; Rays Power
HIGH,POSSIBLE_DUPLICATE,c99bd23af287,SECI,same reference number on two records,SECI/CP/IPP/11/0006/25-26
LOW,WINNER_NEEDS_VERIFICATION,c99bd23af287,SECI,"winner from press or AI, confirm before use",ENGIE; NLC India; Rays Power
LOW,WINNER_NOT_FOUND,T-710e9150b621,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,710e9150b621,SECI,same reference number on two records,SECI/CP/IPP/11/0024/24-25
LOW,WINNER_NOT_FOUND,710e9150b621,SECI,material tender closed with no winner found yet,500.0
LOW,WINNER_NEEDS_VERIFICATION,T-519bbe8b1f67,SECI,"winner from press or AI, confirm before use",Waaree; KP Energy; Vena Energy
HIGH,POSSIBLE_DUPLICATE,519bbe8b1f67,SECI,same reference number on two records,SECI/CP/IPP/12/0013/25-26
LOW,WINNER_NEEDS_VERIFICATION,519bbe8b1f67,SECI,"winner from press or AI, confirm before use",Waaree; KP Energy; Vena Energy
LOW,WINNER_NOT_FOUND,T-40997de3451e,NTPC,material tender closed with no winner found yet,672.0
HIGH,POSSIBLE_DUPLICATE,8288f555991a,SECI,same reference number on two records,SECI/CP/IPP/11/0010/25-26
LOW,WINNER_NOT_FOUND,T-c6f7d896cb3e,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,c6f7d896cb3e,SECI,same reference number on two records,SECI/CP/IPP/13/0012/25-26
LOW,WINNER_NOT_FOUND,c6f7d896cb3e,SECI,material tender closed with no winner found yet,1200.0
HIGH,POSSIBLE_DUPLICATE,e7a70ac3cfc2,SECI,same reference number on two records,SECI/CP/EOI/17/0002/25-26
HIGH,POSSIBLE_DUPLICATE,8710803c124b,SECI,same reference number on two records,GEM/2025/B/6865130
HIGH,POSSIBLE_DUPLICATE,fa843504f878,SECI,same reference number on two records,SECI/CP/IPP/11/0011/25-26
LOW,WINNER_NOT_FOUND,T-361c070c7904,SECI,material tender closed with no winner found yet,125.0
HIGH,POSSIBLE_DUPLICATE,361c070c7904,SECI,same reference number on two records,SECI/CP/IPP/15/0015/25-26
LOW,WINNER_NOT_FOUND,361c070c7904,SECI,material tender closed with no winner found yet,125.0
HIGH,POSSIBLE_DUPLICATE,1014f36ba5a0,SECI,same reference number on two records,SECI/CP/IPP/11/0018/25-26
LOW,WINNER_NOT_FOUND,T-edf758b5a8a3,NTPC,material tender closed with no winner found yet,250.0
HIGH,POSSIBLE_DUPLICATE,74acf23a97b4,SECI,same reference number on two records,GEM/2026/B/7226995
HIGH,POSSIBLE_DUPLICATE,52a3d6981fc9,SECI,same reference number on two records,GEM/2025/B/6979184
HIGH,POSSIBLE_DUPLICATE,323c85033090,SECI,same reference number on two records,SECI/CP/MI/00/0014/25-26
HIGH,POSSIBLE_DUPLICATE,cda851b97093,SECI,same reference number on two records,SECI/CP/IT/12/0004/25-26
LOW,WINNER_NOT_FOUND,T-8f1afab1e6dd,NTPC,material tender closed with no winner found yet,215.0
LOW,WINNER_NEEDS_VERIFICATION,T-ba290cae1701,NTPC,"winner from press or AI, confirm before use",Pace Digitek
LOW,WINNER_NOT_FOUND,T-5a581e3e48d6,SECI,material tender closed with no winner found yet,700.0
HIGH,POSSIBLE_DUPLICATE,e1985e132e91,SECI,same reference number on two records,SECI/CP/OP/11/022/2025-26
HIGH,POSSIBLE_DUPLICATE,5a581e3e48d6,SECI,same reference number on two records,SECI/CP/OP/11/023/2025-26
LOW,WINNER_NOT_FOUND,5a581e3e48d6,SECI,material tender closed with no winner found yet,700.0
HIGH,POSSIBLE_DUPLICATE,3b9999f0995e,SECI,same reference number on two records,GEM/2026/B/7127977
LOW,WINNER_NOT_FOUND,T-f3ff92ba26ea,NTPC,material tender closed with no winner found yet,600.0
HIGH,POSSIBLE_DUPLICATE,0536236643fc,SECI,same reference number on two records,SECI/CP/IPP/11/0019/25-26
HIGH,POSSIBLE_DUPLICATE,2224936920aa,SECI,same reference number on two records,SECI/CP/OP/11/021/2025-26
LOW,WINNER_NOT_FOUND,T-856355d4d037,NTPC,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-51e31bd0deb3,SECI,material tender closed with no winner found yet,80.0
HIGH,POSSIBLE_DUPLICATE,51e31bd0deb3,SECI,same reference number on two records,SECI/CP/IPP/17/0001/26-27
LOW,WINNER_NOT_FOUND,51e31bd0deb3,SECI,material tender closed with no winner found yet,80.0
LOW,WINNER_NOT_FOUND,T-67465aa83379,NTPC,material tender closed with no winner found yet,200.0
LOW,WINNER_NOT_FOUND,T-3f3a48663894,NTPC,material tender closed with no winner found yet,900.0
HIGH,POSSIBLE_DUPLICATE,b72f28c00668,SECI,same reference number on two records,SECI/CP/IPP/11/0021/25-26
HIGH,POSSIBLE_DUPLICATE,2919f6189f6e,SECI,same reference number on two records,GEM/2026/B/7428171
HIGH,POSSIBLE_DUPLICATE,b6f755087194,SECI,same reference number on two records,GEM/2026/B/7442938
LOW,WINNER_NOT_FOUND,T-83e79713fd9c,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-89d3316eac5b,NTPC,material tender closed with no winner found yet,900.0
HIGH,POSSIBLE_DUPLICATE,1a0723d56143,SECI,same reference number on two records,GEM/2026/B/7451237
HIGH,POSSIBLE_DUPLICATE,a27a537dc10c,SECI,same reference number on two records,GEM/2026/B/7450768
LOW,WINNER_NOT_FOUND,T-9e88e234c68e,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-e4c4957f12b0,NTPC,material tender closed with no winner found yet,1200.0
LOW,WINNER_NOT_FOUND,T-e34ec5f93b37,NTPC,material tender closed with no winner found yet,800.0
LOW,WINNER_NOT_FOUND,T-2b32a0fbd349,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,2b32a0fbd349,SECI,same reference number on two records,SECI/CP/IPP/15/0017/25-26
LOW,WINNER_NOT_FOUND,2b32a0fbd349,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,5e857f36cb1c,SECI,same reference number on two records,-
HIGH,POSSIBLE_DUPLICATE,c940b2763116,SECI,same reference number on two records,GEM/2026/B/7560916
HIGH,POSSIBLE_DUPLICATE,8d15f4c7c20e,SECI,same reference number on two records,SECI/CP/EOI/17/0004/25-26
HIGH,POSSIBLE_DUPLICATE,6032489271df,SECI,same reference number on two records,GEM/2026/B/7573898
HIGH,POSSIBLE_DUPLICATE,0cd9d3c23734,SECI,same reference number on two records,SECI/CP/IT/26/001/FA
LOW,WINNER_NOT_FOUND,T-0e504759f60c,NTPC,material tender closed with no winner found yet,550.0
LOW,WINNER_NOT_FOUND,T-2ec1ded70236,SECI,material tender closed with no winner found yet,2000.0
HIGH,POSSIBLE_DUPLICATE,2ec1ded70236,SECI,same reference number on two records,SECI/CP/IPP/12/0003/26-27
LOW,WINNER_NOT_FOUND,2ec1ded70236,SECI,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-0927eb756d66,NTPC,material tender closed with no winner found yet,240.0
LOW,WINNER_NOT_FOUND,T-72b638579b3d,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-9dce59fc73ec,NTPC,material tender closed with no winner found yet,550.0
HIGH,POSSIBLE_DUPLICATE,3578bef74836,SECI,same reference number on two records,SECI/CP/IPP/11/0004/26-27
LOW,WINNER_NOT_FOUND,T-b26738cc40d9,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,b26738cc40d9,SECI,same reference number on two records,SECI/CP/IPP/13/0016/25-26
LOW,WINNER_NOT_FOUND,b26738cc40d9,SECI,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-2298de2387a8,NTPC,material tender closed with no winner found yet,2000.0
LOW,WINNER_NOT_FOUND,T-a3dcdb8d4277,NTPC,material tender closed with no winner found yet,240.0
HIGH,POSSIBLE_DUPLICATE,d93078a92d7c,SECI,same reference number on two records,GEM/2026/B/7636230
HIGH,POSSIBLE_DUPLICATE,d61d2ba849dc,SECI,same reference number on two records,GEM/2026/B/7634813
HIGH,POSSIBLE_DUPLICATE,9732f72d896a,SECI,same reference number on two records,SECI/CP/IPP/11/0005/26-27
HIGH,POSSIBLE_DUPLICATE,3620a5d9115f,SECI,same reference number on two records,SECI/CP/OP/11/04/2026-27
LOW,WINNER_NOT_FOUND,T-00641139216d,NTPC,material tender closed with no winner found yet,900.0
LOW,WINNER_NOT_FOUND,T-76a19cbdb074,NTPC,material tender closed with no winner found yet,300.0
LOW,WINNER_NOT_FOUND,T-dea013ca569a,NTPC,material tender closed with no winner found yet,894.3
LOW,WINNER_NOT_FOUND,T-fe5ae1312df3,NTPC,material tender closed with no winner found yet,540.0
LOW,WINNER_NOT_FOUND,T-a5b691e0a9cb,SECI,material tender closed with no winner found yet,1000.0
HIGH,POSSIBLE_DUPLICATE,a5b691e0a9cb,SECI,same reference number on two records,SECI/CP/IPP/13/0020/25-26
LOW,WINNER_NOT_FOUND,a5b691e0a9cb,SECI,material tender closed with no winner found yet,1000.0
LOW,WINNER_NOT_FOUND,T-d58cf9505679,NTPC,material tender closed with no winner found yet,110.0
HIGH,POSSIBLE_DUPLICATE,bc75bdd51c91,SECI,same reference number on two records,SECI/CP/EOI/17/0001/26-27
LOW,WINNER_NOT_FOUND,T-bd34718f1cef,NTPC,material tender closed with no winner found yet,600.0
LOW,WINNER_NOT_FOUND,T-7bd77556d47f,SECI,material tender closed with no winner found yet,1500.0
HIGH,POSSIBLE_DUPLICATE,7bd77556d47f,SECI,same reference number on two records,SECI/CP/IPP/13/0006/26-27
LOW,WINNER_NOT_FOUND,7bd77556d47f,SECI,material tender closed with no winner found yet,1500.0
LOW,WINNER_NOT_FOUND,T-bef42b8fc9df,NTPC,material tender closed with no winner found yet,813.0
HIGH,POSSIBLE_DUPLICATE,2340251f1369,SECI,same reference number on two records,SECI/CP/IPP/11/0007/26-27
HIGH,POSSIBLE_DUPLICATE,784605598a1f,SECI,same reference number on two records,GEM/2026/B/7897394
LOW,WINNER_NOT_FOUND,T-8f1494aaf9b2,SECI,material tender closed with no winner found yet,100.0
HIGH,POSSIBLE_DUPLICATE,8f1494aaf9b2,SECI,same reference number on two records,GEM/2026/B/7883396
LOW,WINNER_NOT_FOUND,8f1494aaf9b2,SECI,material tender closed with no winner found yet,100.0
LOW,WINNER_NOT_FOUND,T-732e8f3c403b,NTPC,material tender closed with no winner found yet,200.0
LOW,WINNER_NOT_FOUND,T-5e9b7edc2288,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,5e9b7edc2288,SECI,same reference number on two records,SECI/CP/IPP/13/0002/26-27
LOW,WINNER_NOT_FOUND,5e9b7edc2288,SECI,material tender closed with no winner found yet,500.0
HIGH,POSSIBLE_DUPLICATE,9f1745658bdb,SECI,same reference number on two records,SECI/CP/OP/11/0001/26-27
HIGH,POSSIBLE_DUPLICATE,1f8ee688fa78,SECI,same reference number on two records,SECI/CP/OP/15/0005/26-27
HIGH,POSSIBLE_DUPLICATE,T-d469b7653326,SECI,same reference number on two records,SECI/CP/MI/00/0001/26-27
HIGH,POSSIBLE_DUPLICATE,128bed57616b,SECI,same reference number on two records,SECI/2026/B/7961764
HIGH,POSSIBLE_DUPLICATE,fde2f1c357d8,SECI,same reference number on two records,SECI/CP/EOI/17/0002/26-27
HIGH,POSSIBLE_DUPLICATE,f5a0469c786d,SECI,same reference number on two records,SECI/CP/IT/12/03/2025-26
HIGH,POSSIBLE_DUPLICATE,06aa19e5e4d1,SECI,same reference number on two records,SECI/CP/EOI/17/0003/26-27
HIGH,POSSIBLE_DUPLICATE,e671476b4d53,SECI,same reference number on two records,SECI/CP/OP/11/0003/26-27
HIGH,POSSIBLE_DUPLICATE,876f5d4e8922,SECI,same reference number on two records,SECI/CP/OP/11/0002/26-27
HIGH,POSSIBLE_DUPLICATE,c1be359c8a64,SECI,same reference number on two records,SECI/CP/EOI/17/0004/26-27
HIGH,POSSIBLE_DUPLICATE,9be57a217bf3,SECI,same reference number on two records,SECI/CP/IPP/15/0008/26-27
HIGH,POSSIBLE_DUPLICATE,1b9bd417bdbe,SECI,same reference number on two records,SECI/CP/OP/15/0006/25-26
HIGH,POSSIBLE_DUPLICATE,7a4a7e61e2d8,SECI,same reference number on two records,SECI/CP/MI/00/0002/26-27
HIGH,POSSIBLE_DUPLICATE,bd1bd676960c,SECI,same reference number on two records,SECI/CP/IPP/15/0009/26-27
LOW,WINNER_NEEDS_VERIFICATION,T-70cc4438cd19,GUVNL,"winner from press or AI, confirm before use",NLC India
LOW,WINNER_NEEDS_VERIFICATION,T-bd812b7761b5,GUVNL,"winner from press or AI, confirm before use",NLC India
LOW,WINNER_NEEDS_VERIFICATION,T-948bf847c4a1,GUVNL,"winner from press or AI, confirm before use",Juniper; Jakson
LOW,WINNER_NEEDS_VERIFICATION,T-82c8f8303a06,GUVNL,"winner from press or AI, confirm before use",Juniper
LOW,WINNER_NEEDS_VERIFICATION,T-0b5ee904fc8d,GUVNL,"winner from press or AI, confirm before use",Engie
LOW,WINNER_NEEDS_VERIFICATION,T-add6b5846289,GUVNL,"winner from press or AI, confirm before use",Jakson
LOW,WINNER_NEEDS_VERIFICATION,T-8c923602ce25,KREDL,"winner from press or AI, confirm before use",Pace Digitek
LOW,WINNER_NEEDS_VERIFICATION,T-8940327e293b,MPPMCL,"winner from press or AI, confirm before use",Ayana Renewable
LOW,WINNER_NEEDS_VERIFICATION,T-65e5485f6676,MPPMCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-75d161984b5f,MPPMCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-dbef980519c3,MPPMCL,"winner from press or AI, confirm before use",Ayana Renewable
LOW,WINNER_NEEDS_VERIFICATION,T-fc60669753ff,MPPMCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-0b6a6c9a8b8a,MPPMCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-172f6093be8e,MSEDCL,"winner from press or AI, confirm before use",Adani Power; Renew
LOW,WINNER_NEEDS_VERIFICATION,T-6697f371e816,MSEDCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-b5827573c02f,MSEDCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-0d0321969a77,MSEDCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-1794aa33ca43,MSEDCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-5711baf8cc41,MSEDCL,"winner from press or AI, confirm before use",Oswal
LOW,WINNER_NEEDS_VERIFICATION,T-ff2d1ff995b7,MSEDCL,"winner from press or AI, confirm before use",Adani Power
LOW,WINNER_NEEDS_VERIFICATION,T-043ca759bec1,MSEDCL,"winner from press or AI, confirm before use",Oswal
HIGH,POSSIBLE_DUPLICATE,6d051a53ce87,NHPC,same reference number on two records,GEM/2026/B/7932599
HIGH,POSSIBLE_DUPLICATE,f611f7f62384,NHPC,same reference number on two records,2026NHPC9233841
HIGH,POSSIBLE_DUPLICATE,193203cc5990,NHPC,same reference number on two records,GEM/2026/B/7908444DATED25-08-2026
HIGH,POSSIBLE_DUPLICATE,1e0b70c2031a,NHPC,same reference number on two records,GEM/2026/B/7904859
HIGH,POSSIBLE_DUPLICATE,44f5e9192cf9,NHPC,same reference number on two records,NH/CCW/CC-IV/CO-480/PR16526/8
HIGH,POSSIBLE_DUPLICATE,d28c3e3a5bfc,NHPC,same reference number on two records,GEM/2026/B/7910556DATED17-08-2026
HIGH,POSSIBLE_DUPLICATE,24c25afeb40f,NHPC,same reference number on two records,GEM/2026/B/7882673DATED17-08-2026
HIGH,POSSIBLE_DUPLICATE,c3bee3be2c72,NHPC,same reference number on two records,GEM/2026/B/7865369
HIGH,POSSIBLE_DUPLICATE,c6d0292c2833,NHPC,same reference number on two records,GEM/2026/B/7800108
HIGH,POSSIBLE_DUPLICATE,3ad5eef9a32c,NHPC,same reference number on two records,GEM/2026/B/7750183
HIGH,POSSIBLE_DUPLICATE,fe4fed7661ba,NHPC,same reference number on two records,GEM/2026/B/7803573
HIGH,POSSIBLE_DUPLICATE,d0d01af646c3,NHPC,same reference number on two records,NH/DG/CONTRACT/1095/2026-27/24
HIGH,POSSIBLE_DUPLICATE,b815277f2060,NHPC,same reference number on two records,GEM/2026/B/7730619
HIGH,POSSIBLE_DUPLICATE,a3980d26ca39,NHPC,same reference number on two records,GEM/2026/B/7735067DATED19-07-2026
HIGH,POSSIBLE_DUPLICATE,053ce3bb40e5,NHPC,same reference number on two records,GEM/2026/B/7670716
HIGH,POSSIBLE_DUPLICATE,497f86187bac,NHPC,same reference number on two records,2026NHPC9117851
HIGH,POSSIBLE_DUPLICATE,4d39abbd9792,NHPC,same reference number on two records,GEM/2026/B/7685008
HIGH,POSSIBLE_DUPLICATE,c7ba9b5606f1,NHPC,same reference number on two records,2026NHPC9153491
HIGH,POSSIBLE_DUPLICATE,f0a0cb55f110,NHPC,same reference number on two records,NBPS/CNP/2026-27/W-40/267
HIGH,POSSIBLE_DUPLICATE,2dac828dcb42,NHPC,same reference number on two records,NH-RPS-PH01212/3/2026-PH/53
HIGH,POSSIBLE_DUPLICATE,be9cfe346916,NHPC,same reference number on two records,GEM/2026/B/7725040DATED07-07-2026
HIGH,POSSIBLE_DUPLICATE,e2f1736e00dc,NHPC,same reference number on two records,NH-RPS-PH01213/4/2026-PH/52
HIGH,POSSIBLE_DUPLICATE,2d5d342be29c,NHPC,same reference number on two records,2026NHPC9163921
HIGH,POSSIBLE_DUPLICATE,8fdc865e007c,NHPC,same reference number on two records,NH/PPS-III/NIT/PR11926/53/1/104DATED03072026
HIGH,POSSIBLE_DUPLICATE,3d90e2bb7ce6,NHPC,same reference number on two records,GEM/2026/B/7691428
HIGH,POSSIBLE_DUPLICATE,2e51d8b9702b,NHPC,same reference number on two records,2026NHPC9149111
HIGH,POSSIBLE_DUPLICATE,e9898c87b50e,NHPC,same reference number on two records,2026NHPC9148911
HIGH,POSSIBLE_DUPLICATE,de9d8fcf919d,NHPC,same reference number on two records,NH/PPS-III/NIT/PR11926/31/1/96DATED25062026
HIGH,POSSIBLE_DUPLICATE,ae6b2b17ae3e,NHPC,same reference number on two records,NH/SPS/PNC/NIT-218/2026-27/192-201CPPPTENDERID2026NHPC9143571
HIGH,POSSIBLE_DUPLICATE,5be10cfa72c0,NHPC,same reference number on two records,2026NHPC9138471
HIGH,POSSIBLE_DUPLICATE,a213f2199fcb,NHPC,same reference number on two records,NBPS/CNP/2026-27/W-38/265
HIGH,POSSIBLE_DUPLICATE,4ca4a3e23a6d,NHPC,same reference number on two records,NH/TSV/CONT/RM-219/NIT-1080/2026-27/86DATED19/06/2026ANDGEMBIDNOGEM/2026/B/7685725
HIGH,POSSIBLE_DUPLICATE,6b90ca42a78e,NHPC,same reference number on two records,NH/CONTSENM-II/CO-208/BSUL/PR/JSP/2026-27
HIGH,POSSIBLE_DUPLICATE,c28c9069dedd,NHPC,same reference number on two records,NH/CPS-1/PNC/W-1615/2026-27/33DATED15/06/2026
HIGH,POSSIBLE_DUPLICATE,fd8ccfbdb469,NHPC,same reference number on two records,NH/DG/CONTRACT/1092/2026-27/17
HIGH,POSSIBLE_DUPLICATE,b4bc296e1297,NHPC,same reference number on two records,NH-RPS-CTS01112/4/2025-CIVILTS/39
HIGH,POSSIBLE_DUPLICATE,55e781fc76dd,NHPC,same reference number on two records,NH/SPS/PC/NIT-217/2026-27/150-159
HIGH,POSSIBLE_DUPLICATE,fb049df7b445,NHPC,same reference number on two records,GEM/2026/B/7603272DATED05-06-2026
HIGH,POSSIBLE_DUPLICATE,023ad8daffc8,NHPC,same reference number on two records,2026NHPC9114231
HIGH,POSSIBLE_DUPLICATE,4bd06ff87210,NHPC,same reference number on two records,2026NHPC9054591
HIGH,POSSIBLE_DUPLICATE,b827f77bf032,NHPC,same reference number on two records,GEM/2026/B/7570469DATED27-05-2026
HIGH,POSSIBLE_DUPLICATE,d8e66f16c11d,NHPC,same reference number on two records,GEM/2026/B/7549248DATED25-05-2026
HIGH,POSSIBLE_DUPLICATE,3496690e6931,NHPC,same reference number on two records,GEM/2026/B/7550283DATED25-05-2026
HIGH,POSSIBLE_DUPLICATE,c7316c100e09,NHPC,same reference number on two records,2026NHPC9100011
HIGH,POSSIBLE_DUPLICATE,4af62aa82b36,NHPC,same reference number on two records,NH/PPS-III/NIT/PR11925/122/1/49DATED21052026
HIGH,POSSIBLE_DUPLICATE,0b9f38b2da42,NHPC,same reference number on two records,NH/BSPS/CC/CW/01/2026-27/66
HIGH,POSSIBLE_DUPLICATE,b874db3823c0,NHPC,same reference number on two records,2026NHPC9089861
HIGH,POSSIBLE_DUPLICATE,03af2cacb60d,NHPC,same reference number on two records,2026NHPC9084791
HIGH,POSSIBLE_DUPLICATE,9aa3e745317a,NHPC,same reference number on two records,GEM/2026/B/7485455
HIGH,POSSIBLE_DUPLICATE,134b884704ae,NHPC,same reference number on two records,NH/TLD-IVPS/PC/W-949/2026/2238DATE09/05/2026
HIGH,POSSIBLE_DUPLICATE,cb26ae0e3b7c,NHPC,same reference number on two records,NONH/SPS/PNC/NIT-118/26-27/71-80CPPPTENDERID2026NHPC9076901
HIGH,POSSIBLE_DUPLICATE,406721da27e7,NHPC,same reference number on two records,GEM/2026/B/7490737
HIGH,POSSIBLE_DUPLICATE,5629beb06b7b,NHPC,same reference number on two records,2026NHPC9066081
HIGH,POSSIBLE_DUPLICATE,311c2f801612,NHPC,same reference number on two records,2026NHPC9060621
HIGH,POSSIBLE_DUPLICATE,d4321837bf10,NHPC,same reference number on two records,NH/TSV/CONT/CC-372/NIT-1077/2026-27/22DATEDDATED20/04/2026TENDERID2026NHPC9059161
HIGH,POSSIBLE_DUPLICATE,6ea020176a6b,NHPC,same reference number on two records,GEM/2026/B/7435705
HIGH,POSSIBLE_DUPLICATE,6d4d3da0b5b9,NHPC,same reference number on two records,NH/CPS-1/PC/W-1618/2026-27/09DATED18/04/2026
HIGH,POSSIBLE_DUPLICATE,464d1ef90738,NHPC,same reference number on two records,NH/TLD-IVPS/PC/W-949/2026/2216DATED15/04/2026
HIGH,POSSIBLE_DUPLICATE,ed36dcb1516d,NHPC,same reference number on two records,GEM/2026/B/7396643
HIGH,POSSIBLE_DUPLICATE,c6434dc1f956,NHPC,same reference number on two records,NH/DG/CONTRACT/1090/2025-26/05
HIGH,POSSIBLE_DUPLICATE,22c976a3ef5c,NHPC,same reference number on two records,NH/CCW/CC-II/CO-457/PR60825/2
HIGH,POSSIBLE_DUPLICATE,d4520446a593,NHPC,same reference number on two records,GEM/2026/B/7389944DATED07042026
HIGH,POSSIBLE_DUPLICATE,08fd3406809c,NHPC,same reference number on two records,GEM/2026/B/7400188DATED03-04-2026
HIGH,POSSIBLE_DUPLICATE,77b184a5da7b,NHPC,same reference number on two records,NH/CPS-1/PC/W-1616/2026-27/02DATED02/04/2026
HIGH,POSSIBLE_DUPLICATE,a382821e0f40,NHPC,same reference number on two records,NH/CPS-1/PC/W-1615/2026-27/01DATED01/04/2026
HIGH,POSSIBLE_DUPLICATE,fee8cbb8ef71,NHPC,same reference number on two records,2026NHPC9033951
HIGH,POSSIBLE_DUPLICATE,33216a87eb26,NHPC,same reference number on two records,2026NHPC9018361
HIGH,POSSIBLE_DUPLICATE,37e151471583,NHPC,same reference number on two records,NH/CCW/CC-II/CO-450/PR10025/369
HIGH,POSSIBLE_DUPLICATE,31999113c4ad,NHPC,same reference number on two records,2026NHPC8984541
HIGH,POSSIBLE_DUPLICATE,eb3f2ff526eb,NHPC,same reference number on two records,GEM/2026/B/7169073
HIGH,POSSIBLE_DUPLICATE,afc2f4edfaf6,NHPC,same reference number on two records,NH/CPS-II/CONT/E-146705/2025-26/19DATE16022026
HIGH,POSSIBLE_DUPLICATE,9b342c38e186,NHPC,same reference number on two records,NH-RPS-PH01212/1/2026-PH/213
HIGH,POSSIBLE_DUPLICATE,50979efc1175,NHPC,same reference number on two records,GEM/2026/B/7135819
HIGH,POSSIBLE_DUPLICATE,906cd27697be,NHPC,same reference number on two records,NH/DG/CONTRACT/1076/2025-26/82
HIGH,POSSIBLE_DUPLICATE,fe97359f50d0,NHPC,same reference number on two records,GEM/2026/B/7139407
